gene,actual_label,predicted_label,gc_content,at_content,tata_box,dinuc_repeat_score,kmer_TCC,kmer_CCT,kmer_CTC,kmer_TCA,kmer_CAT,kmer_ATA,kmer_TAC,kmer_ACC,kmer_CCA,kmer_CAA,kmer_AAG,kmer_AGC,kmer_GCC,kmer_AAC,kmer_ACA,kmer_ATT,kmer_TTT,kmer_TTG,kmer_TGT,kmer_GTG,kmer_GTC,kmer_TCT,kmer_CTT,kmer_TGG,kmer_GGT,kmer_GTT,kmer_TGC,kmer_TAA,kmer_AAT,kmer_TAG,kmer_AGT,kmer_GTA,kmer_TAT,kmer_CTA,kmer_AGA,kmer_GAC,kmer_ACT,kmer_CTG,kmer_GGG,kmer_GGC,kmer_GCA,kmer_TTA,kmer_AAA,kmer_GAA,kmer_GAG,kmer_AGG,kmer_GCT,kmer_ATG,kmer_TGA,kmer_GAT,kmer_TTC,kmer_CAG,kmer_ATC,kmer_CAC,kmer_GGA,kmer_GCG,kmer_CGA,kmer_CCC,kmer_ACG,kmer_CGT,kmer_TCG,kmer_CCG,kmer_CGC,kmer_CGG
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metazoa_SRP,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADA2,High,High,0.505,0.495,0,3,19.0,25.0,28.0,32.0,22.0,10.0,14.0,18.0,21.0,14.0,14.0,16.0,12.0,13.0,35.0,10.0,16.0,12.0,15.0,17.0,13.0,20.0,23.0,23.0,14.0,10.0,18.0,6.0,5.0,11.0,18.0,11.0,13.0,13.0,18.0,9.0,27.0,20.0,20.0,15.0,24.0,10.0,11.0,12.0,17.0,18.0,12.0,20.0,13.0,12.0,21.0,28.0,11.0,48.0,17.0,2.0,2.0,32.0,4.0,4.0,2.0,3.0,1.0,4.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL22,High,High,0.395,0.605,0,2,16.0,18.0,21.0,22.0,23.0,18.0,18.0,13.0,17.0,20.0,9.0,12.0,11.0,14.0,17.0,29.0,36.0,14.0,15.0,14.0,10.0,31.0,22.0,22.0,12.0,8.0,12.0,9.0,22.0,13.0,11.0,9.0,31.0,19.0,21.0,11.0,25.0,28.0,6.0,18.0,14.0,25.0,56.0,16.0,20.0,13.0,16.0,16.0,23.0,7.0,20.0,15.0,19.0,12.0,7.0,1.0,2.0,8.0,0.0,3.0,1.0,5.0,0.0,2.0
Y_RNA,Low,Low,0.476,0.524,1,5,14.0,16.0,15.0,19.0,12.0,22.0,11.0,12.0,19.0,17.0,14.0,17.0,11.0,11.0,17.0,9.0,5.0,16.0,15.0,26.0,12.0,17.0,12.0,35.0,25.0,16.0,9.0,15.0,24.0,8.0,19.0,8.0,15.0,8.0,24.0,14.0,20.0,28.0,23.0,20.0,23.0,11.0,41.0,17.0,38.0,35.0,10.0,16.0,27.0,10.0,10.0,35.0,14.0,14.0,25.0,3.0,3.0,8.0,1.0,3.0,1.0,2.0,0.0,1.0
UPB1,High,High,0.469,0.531,1,3,14.0,25.0,58.0,19.0,19.0,21.0,6.0,16.0,21.0,16.0,18.0,22.0,21.0,10.0,27.0,15.0,39.0,11.0,12.0,11.0,7.0,55.0,13.0,16.0,8.0,11.0,14.0,19.0,20.0,13.0,13.0,7.0,12.0,9.0,16.0,9.0,7.0,21.0,16.0,15.0,21.0,13.0,15.0,13.0,9.0,15.0,14.0,16.0,18.0,16.0,15.0,26.0,15.0,27.0,11.0,4.0,2.0,18.0,2.0,3.0,6.0,5.0,9.0,3.0
Y_RNA,Low,Low,0.446,0.554,0,0,12.0,19.0,23.0,25.0,15.0,13.0,8.0,16.0,24.0,14.0,17.0,15.0,21.0,12.0,12.0,19.0,36.0,19.0,16.0,14.0,11.0,21.0,15.0,18.0,9.0,15.0,15.0,21.0,21.0,17.0,24.0,11.0,8.0,15.0,24.0,8.0,15.0,17.0,10.0,16.0,12.0,15.0,44.0,16.0,24.0,21.0,14.0,15.0,16.0,17.0,15.0,26.0,14.0,18.0,18.0,5.0,7.0,14.0,3.0,2.0,5.0,6.0,6.0,4.0
Metazoa_SRP,Low,Low,0.584,0.416,0,0,29.0,38.0,28.0,22.0,10.0,5.0,8.0,21.0,30.0,15.0,13.0,21.0,26.0,9.0,19.0,2.0,4.0,6.0,11.0,14.0,15.0,17.0,19.0,15.0,15.0,6.0,25.0,6.0,11.0,4.0,10.0,5.0,1.0,6.0,19.0,17.0,15.0,38.0,29.0,23.0,21.0,3.0,18.0,12.0,23.0,27.0,21.0,13.0,20.0,9.0,18.0,37.0,11.0,30.0,16.0,8.0,6.0,34.0,9.0,4.0,4.0,8.0,7.0,12.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.483,0.517,0,0,20.0,28.0,27.0,24.0,13.0,11.0,12.0,12.0,23.0,21.0,16.0,30.0,22.0,12.0,22.0,12.0,33.0,22.0,12.0,12.0,7.0,27.0,23.0,21.0,12.0,17.0,10.0,13.0,17.0,8.0,15.0,7.0,8.0,13.0,12.0,9.0,14.0,23.0,12.0,20.0,19.0,10.0,27.0,11.0,19.0,20.0,17.0,6.0,20.0,12.0,20.0,33.0,21.0,21.0,14.0,8.0,5.0,14.0,6.0,4.0,4.0,3.0,6.0,6.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XBP1,High,High,0.597,0.403,0,0,26.0,33.0,17.0,13.0,8.0,2.0,5.0,12.0,25.0,9.0,11.0,20.0,27.0,4.0,6.0,4.0,6.0,18.0,16.0,23.0,28.0,20.0,17.0,37.0,28.0,10.0,23.0,2.0,6.0,10.0,16.0,6.0,2.0,7.0,15.0,9.0,9.0,40.0,34.0,34.0,25.0,4.0,21.0,10.0,29.0,36.0,20.0,13.0,18.0,11.0,9.0,37.0,8.0,15.0,21.0,12.0,5.0,25.0,6.0,7.0,4.0,7.0,7.0,10.0
TTC28,High,High,0.498,0.502,0,2,17.0,27.0,24.0,18.0,11.0,8.0,9.0,16.0,20.0,17.0,17.0,19.0,19.0,10.0,11.0,13.0,46.0,20.0,19.0,19.0,8.0,18.0,17.0,33.0,13.0,15.0,19.0,11.0,16.0,11.0,16.0,10.0,6.0,7.0,21.0,13.0,12.0,32.0,20.0,21.0,18.0,12.0,19.0,16.0,22.0,22.0,23.0,16.0,16.0,14.0,13.0,28.0,10.0,11.0,23.0,6.0,5.0,22.0,4.0,3.0,2.0,5.0,7.0,2.0
COMT,High,High,0.538,0.462,0,1,13.0,19.0,9.0,7.0,6.0,9.0,6.0,16.0,22.0,16.0,29.0,15.0,20.0,18.0,22.0,6.0,7.0,21.0,16.0,26.0,9.0,10.0,25.0,36.0,18.0,7.0,23.0,13.0,8.0,7.0,11.0,6.0,1.0,4.0,33.0,16.0,18.0,32.0,41.0,30.0,23.0,8.0,31.0,26.0,17.0,26.0,23.0,14.0,18.0,18.0,8.0,32.0,5.0,20.0,22.0,4.0,4.0,22.0,4.0,3.0,1.0,8.0,2.0,8.0
LINC02891,Low,High,0.434,0.566,0,4,15.0,17.0,14.0,20.0,19.0,14.0,11.0,14.0,27.0,27.0,14.0,19.0,17.0,23.0,27.0,13.0,7.0,14.0,13.0,16.0,4.0,8.0,10.0,26.0,13.0,8.0,12.0,17.0,24.0,8.0,8.0,9.0,10.0,13.0,28.0,6.0,18.0,18.0,10.0,17.0,19.0,10.0,104.0,17.0,32.0,25.0,12.0,17.0,14.0,12.0,7.0,26.0,21.0,20.0,23.0,3.0,2.0,13.0,1.0,3.0,3.0,2.0,3.0,1.0
Y_RNA,Low,Low,0.45,0.55,1,3,19.0,15.0,23.0,22.0,23.0,14.0,18.0,11.0,20.0,23.0,23.0,18.0,13.0,13.0,31.0,23.0,23.0,11.0,17.0,13.0,11.0,16.0,13.0,15.0,9.0,7.0,23.0,14.0,20.0,6.0,8.0,10.0,13.0,10.0,21.0,12.0,21.0,28.0,6.0,14.0,22.0,17.0,36.0,19.0,10.0,14.0,22.0,24.0,21.0,16.0,15.0,23.0,12.0,26.0,13.0,4.0,2.0,14.0,6.0,7.0,4.0,8.0,6.0,7.0
Metazoa_SRP,Low,Low,0.455,0.545,0,3,17.0,27.0,27.0,20.0,16.0,12.0,8.0,15.0,26.0,17.0,10.0,12.0,26.0,19.0,15.0,18.0,29.0,20.0,25.0,17.0,10.0,27.0,17.0,25.0,14.0,17.0,17.0,18.0,22.0,12.0,11.0,8.0,13.0,15.0,16.0,6.0,16.0,26.0,8.0,18.0,6.0,16.0,32.0,15.0,17.0,19.0,15.0,24.0,20.0,18.0,16.0,19.0,15.0,15.0,15.0,2.0,5.0,20.0,2.0,2.0,4.0,4.0,2.0,3.0
MIOX,High,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.45,0.55,1,2,22.0,29.0,20.0,26.0,26.0,18.0,10.0,19.0,28.0,17.0,18.0,17.0,19.0,16.0,24.0,15.0,29.0,10.0,11.0,7.0,8.0,25.0,28.0,19.0,9.0,8.0,13.0,12.0,16.0,13.0,8.0,6.0,19.0,15.0,27.0,13.0,16.0,24.0,6.0,13.0,12.0,15.0,19.0,21.0,14.0,17.0,17.0,23.0,21.0,16.0,26.0,24.0,20.0,23.0,14.0,1.0,1.0,21.0,3.0,1.0,1.0,3.0,6.0,0.0
Y_RNA,Low,Low,0.488,0.512,0,3,24.0,23.0,28.0,18.0,11.0,9.0,11.0,18.0,32.0,19.0,18.0,15.0,16.0,10.0,18.0,20.0,32.0,13.0,15.0,10.0,9.0,24.0,11.0,15.0,14.0,14.0,20.0,10.0,17.0,14.0,17.0,15.0,12.0,11.0,20.0,13.0,19.0,31.0,24.0,12.0,17.0,12.0,13.0,17.0,20.0,32.0,15.0,13.0,18.0,12.0,20.0,32.0,10.0,23.0,23.0,2.0,1.0,23.0,2.0,2.0,1.0,3.0,3.0,2.0
Metazoa_SRP,Low,Low,0.584,0.416,0,0,29.0,38.0,28.0,22.0,10.0,5.0,8.0,21.0,30.0,15.0,13.0,21.0,26.0,9.0,19.0,2.0,4.0,6.0,11.0,14.0,15.0,17.0,19.0,15.0,15.0,6.0,25.0,6.0,11.0,4.0,10.0,5.0,1.0,6.0,19.0,17.0,15.0,38.0,29.0,23.0,21.0,3.0,18.0,12.0,23.0,27.0,21.0,13.0,20.0,9.0,18.0,37.0,11.0,30.0,16.0,8.0,6.0,34.0,9.0,4.0,4.0,8.0,7.0,12.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.446,0.554,0,0,12.0,19.0,23.0,25.0,15.0,13.0,8.0,16.0,24.0,14.0,17.0,15.0,21.0,12.0,12.0,19.0,36.0,19.0,16.0,14.0,11.0,21.0,15.0,18.0,9.0,15.0,15.0,21.0,21.0,17.0,24.0,11.0,8.0,15.0,24.0,8.0,15.0,17.0,10.0,16.0,12.0,15.0,44.0,16.0,24.0,21.0,14.0,15.0,16.0,17.0,15.0,26.0,14.0,18.0,18.0,5.0,7.0,14.0,3.0,2.0,5.0,6.0,6.0,4.0
Y_RNA,Low,Low,0.483,0.517,0,0,20.0,28.0,27.0,24.0,13.0,11.0,12.0,12.0,23.0,21.0,16.0,30.0,22.0,12.0,22.0,12.0,33.0,22.0,12.0,12.0,7.0,27.0,23.0,21.0,12.0,17.0,10.0,13.0,17.0,8.0,15.0,7.0,8.0,13.0,12.0,9.0,14.0,23.0,12.0,20.0,19.0,10.0,27.0,11.0,19.0,20.0,17.0,6.0,20.0,12.0,20.0,33.0,21.0,21.0,14.0,8.0,5.0,14.0,6.0,4.0,4.0,3.0,6.0,6.0
Metazoa_SRP,Low,Low,0.476,0.524,1,1,14.0,25.0,19.0,18.0,12.0,15.0,14.0,14.0,20.0,21.0,21.0,15.0,21.0,13.0,24.0,17.0,16.0,23.0,20.0,21.0,5.0,13.0,18.0,24.0,10.0,17.0,28.0,13.0,17.0,11.0,21.0,12.0,16.0,10.0,13.0,12.0,17.0,29.0,22.0,16.0,15.0,17.0,28.0,17.0,10.0,16.0,21.0,17.0,18.0,15.0,12.0,24.0,11.0,20.0,19.0,3.0,4.0,23.0,4.0,4.0,3.0,4.0,1.0,5.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.488,0.512,0,3,24.0,23.0,28.0,18.0,11.0,9.0,11.0,18.0,32.0,19.0,18.0,15.0,16.0,10.0,18.0,20.0,32.0,13.0,15.0,10.0,9.0,24.0,11.0,15.0,14.0,14.0,20.0,10.0,17.0,14.0,17.0,15.0,12.0,11.0,20.0,13.0,19.0,31.0,24.0,12.0,17.0,12.0,13.0,17.0,20.0,32.0,15.0,13.0,18.0,12.0,20.0,32.0,10.0,23.0,23.0,2.0,1.0,23.0,2.0,2.0,1.0,3.0,3.0,2.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.376,0.624,0,2,15.0,16.0,20.0,13.0,16.0,30.0,13.0,15.0,24.0,13.0,24.0,11.0,15.0,15.0,18.0,24.0,39.0,15.0,15.0,9.0,6.0,15.0,17.0,11.0,7.0,12.0,13.0,35.0,30.0,15.0,19.0,18.0,18.0,9.0,30.0,7.0,18.0,15.0,2.0,6.0,9.0,24.0,61.0,21.0,17.0,11.0,12.0,20.0,20.0,21.0,14.0,15.0,11.0,20.0,12.0,2.0,4.0,11.0,3.0,4.0,8.0,5.0,8.0,2.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCHR1,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metazoa_SRP,Low,Low,0.584,0.416,0,0,29.0,38.0,28.0,22.0,10.0,5.0,8.0,21.0,30.0,15.0,13.0,21.0,26.0,9.0,19.0,2.0,4.0,6.0,11.0,14.0,15.0,17.0,19.0,15.0,15.0,6.0,25.0,6.0,11.0,4.0,10.0,5.0,1.0,6.0,19.0,17.0,15.0,38.0,29.0,23.0,21.0,3.0,18.0,12.0,23.0,27.0,21.0,13.0,20.0,9.0,18.0,37.0,11.0,30.0,16.0,8.0,6.0,34.0,9.0,4.0,4.0,8.0,7.0,12.0
Y_RNA,Low,Low,0.45,0.55,1,3,19.0,15.0,23.0,22.0,23.0,14.0,18.0,11.0,20.0,23.0,23.0,18.0,13.0,13.0,31.0,23.0,23.0,11.0,17.0,13.0,11.0,16.0,13.0,15.0,9.0,7.0,23.0,14.0,20.0,6.0,8.0,10.0,13.0,10.0,21.0,12.0,21.0,28.0,6.0,14.0,22.0,17.0,36.0,19.0,10.0,14.0,22.0,24.0,21.0,16.0,15.0,23.0,12.0,26.0,13.0,4.0,2.0,14.0,6.0,7.0,4.0,8.0,6.0,7.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y_RNA,Low,Low,0.45,0.55,1,3,19.0,15.0,23.0,22.0,23.0,14.0,18.0,11.0,20.0,23.0,23.0,18.0,13.0,13.0,31.0,23.0,23.0,11.0,17.0,13.0,11.0,16.0,13.0,15.0,9.0,7.0,23.0,14.0,20.0,6.0,8.0,10.0,13.0,10.0,21.0,12.0,21.0,28.0,6.0,14.0,22.0,17.0,36.0,19.0,10.0,14.0,22.0,24.0,21.0,16.0,15.0,23.0,12.0,26.0,13.0,4.0,2.0,14.0,6.0,7.0,4.0,8.0,6.0,7.0
Y_RNA,Low,Low,0.45,0.55,1,3,19.0,15.0,23.0,22.0,23.0,14.0,18.0,11.0,20.0,23.0,23.0,18.0,13.0,13.0,31.0,23.0,23.0,11.0,17.0,13.0,11.0,16.0,13.0,15.0,9.0,7.0,23.0,14.0,20.0,6.0,8.0,10.0,13.0,10.0,21.0,12.0,21.0,28.0,6.0,14.0,22.0,17.0,36.0,19.0,10.0,14.0,22.0,24.0,21.0,16.0,15.0,23.0,12.0,26.0,13.0,4.0,2.0,14.0,6.0,7.0,4.0,8.0,6.0,7.0
Y_RNA,Low,Low,0.446,0.554,0,0,12.0,19.0,23.0,25.0,15.0,13.0,8.0,16.0,24.0,14.0,17.0,15.0,21.0,12.0,12.0,19.0,36.0,19.0,16.0,14.0,11.0,21.0,15.0,18.0,9.0,15.0,15.0,21.0,21.0,17.0,24.0,11.0,8.0,15.0,24.0,8.0,15.0,17.0,10.0,16.0,12.0,15.0,44.0,16.0,24.0,21.0,14.0,15.0,16.0,17.0,15.0,26.0,14.0,18.0,18.0,5.0,7.0,14.0,3.0,2.0,5.0,6.0,6.0,4.0
TANGO2,High,High,0.527,0.473,0,0,20.0,24.0,20.0,16.0,9.0,11.0,9.0,13.0,25.0,19.0,15.0,21.0,21.0,16.0,19.0,8.0,13.0,12.0,12.0,20.0,8.0,9.0,12.0,27.0,18.0,9.0,14.0,9.0,13.0,10.0,11.0,8.0,10.0,8.0,23.0,10.0,18.0,29.0,29.0,29.0,20.0,11.0,40.0,17.0,29.0,31.0,18.0,12.0,20.0,12.0,7.0,32.0,13.0,20.0,16.0,9.0,9.0,29.0,5.0,4.0,3.0,5.0,4.0,5.0
Y_RNA,Low,Low,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEZ6L-AS1,Low,High,0.531,0.469,0,0,22.0,28.0,17.0,12.0,14.0,4.0,8.0,10.0,27.0,13.0,25.0,27.0,28.0,7.0,16.0,13.0,17.0,23.0,20.0,18.0,14.0,23.0,20.0,31.0,15.0,15.0,14.0,9.0,17.0,4.0,13.0,6.0,2.0,5.0,24.0,8.0,8.0,29.0,22.0,23.0,23.0,8.0,19.0,27.0,25.0,26.0,12.0,13.0,18.0,9.0,17.0,37.0,12.0,14.0,23.0,4.0,4.0,34.0,3.0,5.0,3.0,5.0,3.0,3.0
C22orf39,High,High,0.371,0.629,1,5,9.0,17.0,10.0,6.0,9.0,30.0,18.0,11.0,8.0,26.0,36.0,13.0,5.0,29.0,32.0,18.0,37.0,16.0,15.0,8.0,6.0,17.0,19.0,15.0,12.0,12.0,6.0,31.0,24.0,15.0,17.0,19.0,23.0,19.0,37.0,12.0,26.0,19.0,8.0,10.0,17.0,19.0,43.0,32.0,22.0,23.0,7.0,16.0,23.0,13.0,14.0,17.0,5.0,11.0,19.0,1.0,0.0,7.0,1.0,1.0,3.0,0.0,1.0,3.0
Y_RNA,Low,Low,0.376,0.624,0,2,15.0,16.0,20.0,13.0,16.0,30.0,13.0,15.0,24.0,13.0,24.0,11.0,15.0,15.0,18.0,24.0,39.0,15.0,15.0,9.0,6.0,15.0,17.0,11.0,7.0,12.0,13.0,35.0,30.0,15.0,19.0,18.0,18.0,9.0,30.0,7.0,18.0,15.0,2.0,6.0,9.0,24.0,61.0,21.0,17.0,11.0,12.0,20.0,20.0,21.0,14.0,15.0,11.0,20.0,12.0,2.0,4.0,11.0,3.0,4.0,8.0,5.0,8.0,2.0
